RUT Administradora;Raz. Social Administradora;RUN Fondo;Nombre Fondo;Nombre Corto;Fecha Res. Aprobación del RI;Nro. Res. Aprobación del RI;Tipo de Fondo Mutuo;Fecha Inicio Operaciones;Fecha Término Operaciones;Moneda
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8857;FONDO MUTUO SCOTIA ACCIONES CHILE MID CAP;CHILE MID CAP;18/03/2011;169;5;13/05/2011;;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8105;FONDO MUTUO SCOTIA FUTURO;FUTURO;27/02/1997;55;3;12/03/1997;14/08/2021;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8105;FONDO MUTUO SCOTIA FUTURO;FUTURO;27/02/1997;55;3;12/03/1997;14/08/2021;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8907;FONDO MUTUO SCOTIA OPTIMO;OPTIMO;08/06/1995;127;3;11/12/2011;14/08/2021;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8907;FONDO MUTUO SCOTIA OPTIMO;OPTIMO;08/06/1995;127;3;11/12/2011;14/08/2021;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8413;FONDO MUTUO SCOTIA ACTIVO;SCOTIA ACTIVO;28/02/2006;82;6;11/04/2006;17/04/2021;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8413;FONDO MUTUO SCOTIA ACTIVO;SCOTIA ACTIVO;28/02/2006;82;6;11/04/2006;17/04/2021;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8106;FONDO MUTUO SCOTIA DEUDA MEDIANO PLAZO UF;DEUDA M. PLAZO UF;27/02/1997;55;3;11/03/1997;;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8106;FONDO MUTUO SCOTIA DEUDA MEDIANO PLAZO UF;DEUDA M. PLAZO UF;27/02/1997;55;3;11/03/1997;;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8104;FONDO MUTUO SCOTIA DISPONIBLE;DISPONIBLE;27/02/1997;55;1;11/03/1997;11/09/2021;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8104;FONDO MUTUO SCOTIA DISPONIBLE;DISPONIBLE;27/02/1997;55;1;11/03/1997;11/09/2021;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8281;FONDO MUTUO SCOTIA RETORNO (FUSIONADO RUN 8238);RETORNO;05/08/1993;109;3;10/12/2003;19/11/2005;PROM
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8281;FONDO MUTUO SCOTIA RETORNO (FUSIONADO RUN 8238);RETORNO;05/08/1993;109;3;10/12/2003;19/11/2005;PROM
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8605;FONDO MUTUO SCOTIA EE.UU.;EE.UU.;28/03/2008;183;6;10/07/2008;15/07/2017;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8605;FONDO MUTUO SCOTIA EE.UU.;EE.UU.;28/03/2008;183;6;10/07/2008;15/07/2017;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8111;FONDO MUTUO SCOTIA MONEY MARKET;MONEY MARKET;09/06/1997;140;1;10/06/1997;11/09/2021;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8111;FONDO MUTUO SCOTIA MONEY MARKET;MONEY MARKET;09/06/1997;140;1;10/06/1997;11/09/2021;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8101;FONDO MUTUO SCOTIA GLOBAL ACCIONES;GLOBAL ACCIONES;08/08/1996;194;5;10/02/1997;22/04/2017;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8101;FONDO MUTUO SCOTIA GLOBAL ACCIONES;GLOBAL ACCIONES;08/08/1996;194;5;10/02/1997;22/04/2017;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8187;FONDO MUTUO SCOTIA LIQUIDEZ;SCOTIA LIQUIDEZ;27/02/2001;71;1;09/04/2001;;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8187;FONDO MUTUO SCOTIA LIQUIDEZ;SCOTIA LIQUIDEZ;27/02/2001;71;1;09/04/2001;;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8188;FONDO MUTUO SCOTIA PERMANENCIA;PERMANENCIA;27/02/2001;71;6;09/04/2001;22/05/2021;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8188;FONDO MUTUO SCOTIA PERMANENCIA;PERMANENCIA;27/02/2001;71;6;09/04/2001;22/05/2021;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8604;FONDO MUTUO SCOTIA REAL ESTATE GLOBAL;REAL ESTATE GLOBAL;28/03/2008;182;6;08/07/2008;;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8604;FONDO MUTUO SCOTIA REAL ESTATE GLOBAL;REAL ESTATE GLOBAL;28/03/2008;182;6;08/07/2008;;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;10460;FONDO MUTUO SCOTIA ESTRUCTURADO DEUDA NOMINAL II;EST.DEUDA NOMINAL II;22/04/2023;;7;08/05/2023;24/12/2024;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;10460;FONDO MUTUO SCOTIA ESTRUCTURADO DEUDA NOMINAL II;EST.DEUDA NOMINAL II;22/04/2023;;7;08/05/2023;24/12/2024;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8325;FONDO MUTUO SCOTIA LIQUIDEZ DOLAR;LIQUIDEZ DOLAR;20/09/2004;429;1;07/12/2004;23/10/2021;PROM
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8325;FONDO MUTUO SCOTIA LIQUIDEZ DOLAR;LIQUIDEZ DOLAR;20/09/2004;429;1;07/12/2004;23/10/2021;PROM
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8571;FONDO MUTUO SCOTIA GARANTIZADO LOCKIN;GARANTIZADO LOCKIN;04/01/2008;5;7;07/01/2008;03/03/2009;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8571;FONDO MUTUO SCOTIA GARANTIZADO LOCKIN;GARANTIZADO LOCKIN;04/01/2008;5;7;07/01/2008;03/03/2009;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;9166;FONDO MUTUO SCOTIA MONETARIO XIX;MONETARIO XIX;02/04/2015;;1;06/04/2015;11/09/2021;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;9166;FONDO MUTUO SCOTIA MONETARIO XIX;MONETARIO XIX;02/04/2015;;1;06/04/2015;11/09/2021;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;9158;FONDO MUTUO SCOTIA CONFIANZA;SCOTIA CONFIANZA;10/03/2015;;2;06/03/2015;17/07/2021;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;9158;FONDO MUTUO SCOTIA CONFIANZA;SCOTIA CONFIANZA;10/03/2015;;2;06/03/2015;17/07/2021;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;9156;FONDO MUTUO SCOTIA PROGRESO;SCOTIA PROGRESO;07/03/2015;;6;06/03/2015;11/02/2017;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;9156;FONDO MUTUO SCOTIA PROGRESO;SCOTIA PROGRESO;07/03/2015;;6;06/03/2015;11/02/2017;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8741;FONDO MUTUO SCOTIA PORTAFOLIO MODERADO;PORTAFOLIO MODERADO;27/05/1999;165;6;05/08/2009;;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8740;FONDO MUTUO SCOTIA PORTAFOLIO MAS ARRIESGADO;MAS ARRIESGADO;27/02/1997;55;6;05/08/2009;;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8740;FONDO MUTUO SCOTIA PORTAFOLIO MAS ARRIESGADO;MAS ARRIESGADO;27/02/1997;55;6;05/08/2009;;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8741;FONDO MUTUO SCOTIA PORTAFOLIO MODERADO;PORTAFOLIO MODERADO;27/05/1999;165;6;05/08/2009;;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8110;FONDO MUTUO SCOTIA VALORIZA;VALORIZA;16/04/1997;90;1;05/05/1997;07/10/2017;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8110;FONDO MUTUO SCOTIA VALORIZA;VALORIZA;16/04/1997;90;1;05/05/1997;07/10/2017;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8068;FONDO MUTUO SCOTIA PATRIMONIO ACCIONES;PATRIMONIO ACCIONES;18/02/1993;33;5;04/08/1993;25/08/2018;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8068;FONDO MUTUO SCOTIA PATRIMONIO ACCIONES;PATRIMONIO ACCIONES;18/02/1993;33;5;04/08/1993;25/08/2018;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8885;FONDO MUTUO SCOTIA MERCADOS DESARROLLADOS;MERCADOS DESARROLLAD;30/06/2011;373;6;04/01/2012;12/06/2021;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8885;FONDO MUTUO SCOTIA MERCADOS DESARROLLADOS;MERCADOS DESARROLLAD;30/06/2011;373;6;04/01/2012;12/06/2021;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8966;FONDO MUTUO SCOTIA RENTA BALANCEADA;RENTA BALANCEADA;03/12/2012;;6;03/12/2012;22/05/2021;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8966;FONDO MUTUO SCOTIA RENTA BALANCEADA;RENTA BALANCEADA;03/12/2012;;6;03/12/2012;22/05/2021;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8244;FONDO MUTUO SCOTIA DEUDA LATAM DOLAR;DEUDA LATAM DOLAR;21/08/2002;358;3;03/10/2002;;PROM
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8244;FONDO MUTUO SCOTIA DEUDA LATAM DOLAR;DEUDA LATAM DOLAR;21/08/2002;358;3;03/10/2002;;PROM
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8952;FONDO MUTUO SCOTIA MONETARIO NOMINAL;MONETARIO NOMINAL;03/09/2012;;1;03/09/2012;11/09/2021;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8952;FONDO MUTUO SCOTIA MONETARIO NOMINAL;MONETARIO NOMINAL;03/09/2012;;1;03/09/2012;11/09/2021;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8238;FONDO MUTUO SCOTIA MONEY MARKET DOLAR;MONEY MARKET DOLAR;29/05/2002;246;1;03/07/2002;;PROM
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8238;FONDO MUTUO SCOTIA MONEY MARKET DOLAR;MONEY MARKET DOLAR;29/05/2002;246;1;03/07/2002;;PROM
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8079;FONDO MUTUO SCOTIA OPTIMO;OPTIMO;08/06/1995;127;4;03/07/1995;10/12/2011;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8079;FONDO MUTUO SCOTIA OPTIMO;OPTIMO;08/06/1995;127;4;03/07/1995;10/12/2011;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8991;FONDO MUTUO SCOTIA DEUDA CORTO PLAZO UF;CORTO PLAZO UF;28/05/2013;;2;03/06/2013;;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8991;FONDO MUTUO SCOTIA DEUDA CORTO PLAZO UF;CORTO PLAZO UF;28/05/2013;;2;03/06/2013;;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;9154;FONDO MUTUO SCOTIA DEUDA LARGO PLAZO UF;DEUDA LARGO PLAZO UF;04/03/2015;;6;03/03/2015;;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;9154;FONDO MUTUO SCOTIA DEUDA LARGO PLAZO UF;DEUDA LARGO PLAZO UF;04/03/2015;;6;03/03/2015;;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;9253;FONDO MUTUO SCOTIA MONETARIO XX;MONETARIO XX;30/10/2015;;1;02/11/2015;11/09/2021;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;9253;FONDO MUTUO SCOTIA MONETARIO XX;MONETARIO XX;30/10/2015;;1;02/11/2015;11/09/2021;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;9079;FONDO MUTUO SCOTIA BALANCEADO CONSERVADOR AMÉRICA;CONSERVADOR AMÉRICA;25/09/2014;;6;02/10/2014;22/05/2021;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;9079;FONDO MUTUO SCOTIA BALANCEADO CONSERVADOR AMÉRICA;CONSERVADOR AMÉRICA;25/09/2014;;6;02/10/2014;22/05/2021;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;9021;FONDO MUTUO SCOTIA DEUDA CHILE FLEXIBLE;DEUDA CHILE FLEXIBLE;30/08/2013;;6;02/09/2013;;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;9021;FONDO MUTUO SCOTIA DEUDA CHILE FLEXIBLE;DEUDA CHILE FLEXIBLE;30/08/2013;;6;02/09/2013;;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8289;FONDO MUTUO SCOTIA ACCIONES CHILE;ACCIONES CHILE;31/12/2003;496;5;01/06/2004;;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8289;FONDO MUTUO SCOTIA ACCIONES CHILE;ACCIONES CHILE;31/12/2003;496;5;01/06/2004;;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;9065;FONDO MUTUO SCOTIA MONETARIO XVIII;MONETARIO XVIII;01/04/2014;;1;01/04/2014;11/09/2021;$$
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;9065;FONDO MUTUO SCOTIA MONETARIO XVIII;MONETARIO XVIII;01/04/2014;;1;01/04/2014;11/09/2021;$$
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8626;FONDO MUTUO BBVA GARANTIZADO SIEMPRE GANAS;GARAN. SIEMPRE GANAS;29/05/2008;347;7;30/05/2008;04/08/2011;$$
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8626;FONDO MUTUO BBVA GARANTIZADO SIEMPRE GANAS;GARAN. SIEMPRE GANAS;29/05/2008;347;7;30/05/2008;04/08/2011;$$
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8505;FONDO MUTUO BBVA GARANTIZADO PANDA;GARANTIZADO PANDA;29/03/2007;115;7;30/03/2007;03/08/2010;$$
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8505;FONDO MUTUO BBVA GARANTIZADO PANDA;GARANTIZADO PANDA;29/03/2007;115;7;30/03/2007;03/08/2010;$$
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8778;FONDO MUTUO BBVA GARANTIZADO PLAN RENTAS 2013 II;G. P. RENTAS 2013 II;22/01/2010;83;7;29/03/2010;02/06/2013;$$
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8778;FONDO MUTUO BBVA GARANTIZADO PLAN RENTAS 2013 II;G. P. RENTAS 2013 II;22/01/2010;83;7;29/03/2010;02/06/2013;$$
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8276;FONDO MUTUO BBVA EURO RENTA;BBVA EURO RENTA;10/10/2003;312;6;29/03/2004;04/08/2009;EUR
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8276;FONDO MUTUO BBVA EURO RENTA;BBVA EURO RENTA;10/10/2003;312;6;29/03/2004;04/08/2009;EUR
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8624;FONDO MUTUO BBVA GARANTIZADO PANDA II;GARANTIZADO PANDA II;23/05/2008;327;7;28/07/2008;04/10/2011;$$
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8624;FONDO MUTUO BBVA GARANTIZADO PANDA II;GARANTIZADO PANDA II;23/05/2008;327;7;28/07/2008;04/10/2011;$$
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8465;FONDO MUTUO BBVA GARANTIZADO TOP MARKETS 10;GAR. TOP MARKET 10;26/09/2006;438;7;27/09/2006;07/10/2010;$$
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8465;FONDO MUTUO BBVA GARANTIZADO TOP MARKETS 10;GAR. TOP MARKET 10;26/09/2006;438;7;27/09/2006;07/10/2010;$$
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8878;FONDO MUTUO BBVA MONETARIO VII;MONETARIO VII;04/12/2007;585;1;27/05/2011;21/06/2016;$$
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8878;FONDO MUTUO BBVA MONETARIO VII;MONETARIO VII;04/12/2007;585;1;27/05/2011;21/06/2016;$$
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8810;FONDO MUTUO BBVA GARANTIZADO SELECCION CONSUMO;GARANT.SELECCION CON;24/08/2010;496;7;26/08/2010;29/10/2013;$$
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8810;FONDO MUTUO BBVA GARANTIZADO SELECCION CONSUMO;GARANT.SELECCION CON;24/08/2010;496;7;26/08/2010;29/10/2013;$$
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8764;FONDO MUTUO BBVA GARANTIZADO PLAN RENTAS 2012 II;PLAN RENTAS 2012 II;18/11/2009;774;7;25/11/2009;02/12/2012;$$
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8764;FONDO MUTUO BBVA GARANTIZADO PLAN RENTAS 2012 II;PLAN RENTAS 2012 II;18/11/2009;774;7;25/11/2009;02/12/2012;$$
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8769;FONDO MUTUO BBVA GARANTIZADO PLAN RENTAS 2013;PLAN RENTAS 2013;29/12/2009;839;7;25/01/2010;03/03/2013;$$
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8769;FONDO MUTUO BBVA GARANTIZADO PLAN RENTAS 2013;PLAN RENTAS 2013;29/12/2009;839;7;25/01/2010;03/03/2013;$$
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8429;FONDO MUTUO BBVA GARANTIZADO SAMURAI;GARANTIZADO SAMURAI;12/05/2006;175;7;22/05/2006;14/10/2009;$$
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8429;FONDO MUTUO BBVA GARANTIZADO SAMURAI;GARANTIZADO SAMURAI;12/05/2006;175;7;22/05/2006;14/10/2009;$$
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8566;FONDO MUTUO BBVA PAISES EMERGENTES;EMERGENTES;20/12/2007;639;5;22/04/2008;22/08/2016;PROM
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8566;FONDO MUTUO BBVA PAISES EMERGENTES;EMERGENTES;20/12/2007;639;5;22/04/2008;22/08/2016;PROM
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8565;FONDO MUTUO BBVA PAISES DESARROLLADOS;DESARROLLADOS;20/12/2007;639;5;22/04/2008;16/04/2012;PROM
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8565;FONDO MUTUO BBVA PAISES DESARROLLADOS;DESARROLLADOS;20/12/2007;639;5;22/04/2008;16/04/2012;PROM
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8483;FONDO MUTUO BBVA JAPÓN;BBVA JAPON;22/11/2006;540;5;21/12/2006;31/12/2008;$$
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8483;FONDO MUTUO BBVA JAPÓN;BBVA JAPON;22/11/2006;540;5;21/12/2006;31/12/2008;$$
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8837;FONDO MUTUO BBVA MONETARIO III;MONETARIO III;05/12/2006;561;1;21/01/2011;16/04/2012;$$
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8837;FONDO MUTUO BBVA MONETARIO III;MONETARIO III;05/12/2006;561;1;21/01/2011;16/04/2012;$$
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8875;FONDO MUTUO BBVA MONETARIO V;MONETARIO V;29/05/2007;246;1;20/05/2011;16/04/2012;$$
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8875;FONDO MUTUO BBVA MONETARIO V;MONETARIO V;29/05/2007;246;1;20/05/2011;16/04/2012;$$
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8876;FONDO MUTUO BBVA MONETARIO VI;MONETARIO VI;05/09/2007;399;1;20/05/2011;15/11/2012;$$
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8876;FONDO MUTUO BBVA MONETARIO VI;MONETARIO VI;05/09/2007;399;1;20/05/2011;15/11/2012;$$
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8850;FONDO MUTUO BBVA BRASIL;BRASIL;22/02/2011;135;5;15/04/2011;10/07/2014;$$
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8850;FONDO MUTUO BBVA BRASIL;BRASIL;22/02/2011;135;5;15/04/2011;10/07/2014;$$
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8584;FONDO MUTUO BBVA  ALZA;ALZA;29/11/2005;658;1;12/02/2009;14/05/2009;$$
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8584;FONDO MUTUO BBVA  ALZA;ALZA;29/11/2005;658;1;12/02/2009;14/05/2009;$$
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8103;FONDO MUTUO BBVA ACCIONES INTERNACIONALES;ACCIONES INTERNACION;27/02/1997;55;5;11/03/1997;04/08/2009;$$
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8103;FONDO MUTUO BBVA ACCIONES INTERNACIONALES;ACCIONES INTERNACION;27/02/1997;55;5;11/03/1997;04/08/2009;$$
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8145;FONDO MUTUO BBVA RENTA MIXTA 70;RENTA MIXTA 70;09/02/2000;33;4;11/02/2000;17/12/2004;$$
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8144;FONDO MUTUO BBVA RENTA MIXTA 30;RENTA MIXTA 30;09/02/2000;33;4;11/02/2000;17/12/2004;$$
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8145;FONDO MUTUO BBVA RENTA MIXTA 70;RENTA MIXTA 70;09/02/2000;33;4;11/02/2000;17/12/2004;$$
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8144;FONDO MUTUO BBVA RENTA MIXTA 30;RENTA MIXTA 30;09/02/2000;33;4;11/02/2000;17/12/2004;$$
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8551;FONDO MUTUO BBVA GARANTIZADO ULTRA DEPÓSITO;G. ULTRA DEPOSITO;04/12/2007;585;7;10/12/2007;26/05/2011;$$
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8551;FONDO MUTUO BBVA GARANTIZADO ULTRA DEPÓSITO;G. ULTRA DEPOSITO;04/12/2007;585;7;10/12/2007;26/05/2011;$$
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8518;FONDO MUTUO BBVA GARANTIZADO TRIPLE ÓPTIMO;GARAN. TRIPLE OPTIMO;05/09/2007;399;7;10/09/2007;19/05/2011;$$
96815680;SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8518;FONDO MUTUO BBVA GARANTIZADO TRIPLE ÓPTIMO;GARAN. TRIPLE OPTIMO;05/09/2007;399;7;10/09/2007;19/05/2011;$$
